,equal_weight,multifactor_topk,sepa_stock_magician_topk,vcp_topk,fixed_multistrategy_fusion,llm_strategy_agent_mock
2018-07-31,-0.010367214907991997,-0.013807416113318398,-0.0099213860845129,-0.026431375484448873,-0.013807416113318398,-0.024525443290198703
2018-08-31,0.04428978096706082,0.0385128164505924,0.04683984362471529,0.04169548990362592,0.0385128164505924,0.04096703657139445
2018-09-28,-0.05500556820259617,-0.059634077163399926,-0.04917968293012231,-0.05373510373281177,-0.059634077163399926,-0.06442256971573165
2018-10-31,-0.027732350918830417,-0.03403507493234203,-0.03378445087578318,-0.04176453453950955,-0.03403507493234203,-0.034185074932342026
2018-11-30,-0.06735068861945426,-0.07773798606963193,-0.0669424656413208,-0.06966016658987143,-0.07773798606963193,-0.07565275374780225
2018-12-31,-0.033599367524926316,-0.0361302765950952,-0.042334752286135376,-0.032686846684641065,-0.0361302765950952,-0.026221617121178566
2019-01-31,0.08624595485662945,0.06486550752599743,0.09081109694128126,0.057670065525477016,0.06486550752599743,0.0621881298365779
2019-02-28,-0.03435991384891868,-0.052682429197617814,-0.04124613785195028,-0.0532235631444282,-0.052682429197617814,-0.05381711212322619
2019-03-29,0.0628212777141921,0.070038553096247,0.06253781683057111,0.06451958918040518,0.06193182457992321,0.06208182457992321
2019-04-30,-0.04872760799388809,-0.03525297622575407,-0.05125784820307115,-0.056176482957643575,-0.035402976225754064,-0.037762994516568754
2019-05-31,-0.01747473031143365,-0.030323314448011767,-0.015697522222179707,-0.023873566901501973,-0.030323314448011767,-0.031110917020551646
2019-06-28,0.016959271823941524,0.014552063943096768,0.006864287106054175,0.01427841328270251,0.014552063943096768,0.013201999101026459
2019-07-31,0.049899074234785123,0.05824011227032341,0.06126189743834919,0.0589941290498821,0.05824011227032341,0.057447433651705675
2019-08-30,-0.02018836882826769,-0.019716928457957642,-0.010992757153469377,-0.0160678353263955,-0.019716928457957642,-0.020547253565834908
2019-09-30,-0.02890223485303467,-0.034297053808128176,-0.016904887146890892,-0.027451330473233615,-0.034297053808128176,-0.028427234193473996
2019-10-31,-0.006605805585817692,-0.011610595121372295,-0.008441127869579821,-0.003693777872590152,-0.011610595121372295,-0.018367688720886576
2019-11-29,-0.03207606732162216,-0.01717536260072338,-0.028933801012946857,-0.019810767963428504,-0.01717536260072338,-0.018287737885211344
2019-12-31,-0.10851321838113304,-0.09566470373167443,-0.09881977426346025,-0.09422655362219913,-0.09566470373167443,-0.10198600911414393
2020-01-31,-0.1270255619101125,-0.1265222635697055,-0.1366919698256872,-0.12620366125458427,-0.1265222635697055,-0.12980991659867316
2020-02-28,-0.010152572645482971,-0.03371146190276051,-0.029412159643031607,-0.02902638366760203,-0.03371146190276051,-0.031230462767201754
2020-03-31,0.003166448594345894,-0.002897915840371033,-0.01233321902852356,0.011704306428315095,-0.002897915840371033,0.007335504523412497
2020-04-30,-0.057944887140158885,-0.07050657522217464,-0.06382931289446021,-0.055088671246458214,-0.07050657522217464,-0.0685288713441796
2020-05-29,0.09864381900864871,0.11167188656605051,0.10080417372083125,0.09437658649438757,0.11167188656605051,0.09984822817153423
2020-06-30,-0.06322164762581062,-0.053909983577345104,-0.060340710711111696,-0.06556790864083152,-0.053909983577345104,-0.05332055552171767
2020-07-31,0.022551192779378226,0.014593772324912631,0.007180914355293307,0.008035915935054885,0.014593772324912631,0.011846390196460806
2020-08-31,0.01023074654852607,0.0030623276666705084,0.02165839040987374,-6.461574142075125e-05,0.0030623276666705084,0.004895284358560811
2020-09-30,-0.048179588291802355,-0.04967063999352908,-0.031046413169642652,-0.058552843974973665,-0.04967063999352908,-0.0561271274657209
2020-10-30,0.05745748412785456,0.04246224444588654,0.04088205950707947,0.042326487758451485,0.04246224444588654,0.04161132768709494
2020-11-30,-0.09386083938455603,-0.08736023182288123,-0.0843947071578023,-0.0963508827712222,-0.08736023182288123,-0.08932753854023526
2020-12-31,0.01225730880217446,0.021678221919057147,0.02301860503921559,0.011801190008830039,0.021678221919057147,0.019365991234947744
