,equal_weight,multifactor_topk,sepa_stock_magician_topk,vcp_topk,fixed_multistrategy_fusion,llm_strategy_agent_mock
2018-07-31,-0.010367214907991997,-0.01380741611331862,-0.009921386084512344,-0.026431375484449317,-0.01380741611331862,-0.024525443290198592
2018-08-31,0.044289780967061265,0.03851281645059218,0.046839843624714626,0.04169548990362614,0.03851281645059218,0.04096703657139445
2018-09-28,-0.055005568202596056,-0.059634077163399815,-0.04917968293012231,-0.05373510373281155,-0.059634077163399815,-0.06442256971573165
2018-10-31,-0.027732350918830195,-0.03403507493234214,-0.03378445087578307,-0.04176453453950955,-0.03403507493234214,-0.03418507493234214
2018-11-30,-0.06735068861945415,-0.07773798606963182,-0.06694246564132046,-0.0696601665898712,-0.07773798606963182,-0.07565275374780225
2018-12-31,-0.033599367524926316,-0.03613027659509542,-0.042334752286135265,-0.032686846684641176,-0.03613027659509542,-0.026221617121178566
2019-01-31,0.08624595485662923,0.06486550752599765,0.09081109694128037,0.057670065525477016,0.06486550752599765,0.06218812983657723
2019-02-28,-0.03435991384891823,-0.052682429197618036,-0.041246137851950394,-0.05322356314442831,-0.052682429197618036,-0.05381711212322608
2019-03-29,0.06282127771419166,0.07003855309624722,0.06253781683057022,0.06451958918040474,0.06193182457992343,0.06208182457992343
2019-04-30,-0.04872760799388787,-0.03525297622575429,-0.05125784820307082,-0.05617648295764391,-0.035402976225754286,-0.037762994516568754
2019-05-31,-0.01747473031143354,-0.030323314448011656,-0.015697522222179707,-0.023873566901501973,-0.030323314448011656,-0.031110917020551535
2019-06-28,0.016959271823941746,0.014552063943096546,0.006864287106053953,0.014278413282702287,0.014552063943096546,0.013201999101026237
2019-07-31,0.04989907423478468,0.058240112270323635,0.06126189743834897,0.058994129049881876,0.058240112270323635,0.05744743365170501
2019-08-30,-0.0201883688282678,-0.019716928457957642,-0.010992757153469155,-0.01606783532639539,-0.019716928457957642,-0.02054725356583502
2019-09-30,-0.02890223485303489,-0.034297053808128065,-0.01690488714689078,-0.027451330473233393,-0.034297053808128065,-0.028427234193474107
2019-10-31,-0.006605805585817914,-0.011610595121372407,-0.00844112786957971,-0.0036937778725905962,-0.011610595121372407,-0.018367688720886132
2019-11-29,-0.03207606732162216,-0.01717536260072316,-0.028933801012946857,-0.019810767963428948,-0.01717536260072316,-0.018287737885211344
2019-12-31,-0.1085132183811327,-0.09566470373167454,-0.09881977426346036,-0.09422655362219924,-0.09566470373167454,-0.10198600911414382
2020-01-31,-0.12702556191011238,-0.12652226356970517,-0.1366919698256871,-0.12620366125458438,-0.12652226356970517,-0.12980991659867294
2020-02-28,-0.010152572645483193,-0.03371146190276051,-0.029412159643031274,-0.02902638366760236,-0.03371146190276051,-0.031230462767201088
