,equal_weight,multifactor_topk,sepa_stock_magician_topk,vcp_topk,fixed_multistrategy_fusion,llm_strategy_agent_mock
2018-07-31,0.9999999999999999,1.0,1.0,1.0,1.0,1.0
2018-08-31,0.0,0.6666666666666667,0.8,0.9333333333333333,0.6666666666666667,0.8666666666666667
2018-09-28,0.0,0.7333333333333334,0.8666666666666667,0.9333333333333333,0.7333333333333334,0.8
2018-10-31,0.0,0.8666666666666667,0.8666666666666667,0.8,0.8666666666666667,0.9333333333333333
2018-11-30,0.0,1.0666666666666669,0.9333333333333333,1.0,1.0666666666666669,1.0
2018-12-31,0.0,1.0666666666666667,0.9333333333333333,0.9333333333333333,1.0666666666666667,1.0
2019-01-31,0.0,0.8,1.1333333333333333,1.0,0.8,0.6666666666666667
2019-02-28,0.0,1.0,0.8,1.2666666666666666,1.0,1.0666666666666667
2019-03-29,0.0,1.2000000000000002,1.0,1.1333333333333335,1.266666666666667,1.2000000000000002
2019-04-30,0.0,0.8666666666666667,1.0666666666666667,1.0,0.9333333333333333,1.0
2019-05-31,0.0,0.6,1.0,0.7999999999999999,0.6,0.7333333333333334
2019-06-28,0.0,1.1333333333333335,0.7333333333333333,0.9333333333333333,1.1333333333333335,1.0
2019-07-31,0.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333
2019-08-30,0.0,1.1333333333333335,0.9333333333333333,1.1333333333333335,1.1333333333333335,1.0666666666666667
2019-09-30,0.0,0.8,1.0,0.6666666666666667,0.8,0.7333333333333334
2019-10-31,0.0,0.8666666666666667,0.8,0.8,0.8666666666666667,0.9333333333333333
2019-11-29,0.0,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,1.0
2019-12-31,0.0,0.8,1.0,0.9333333333333333,0.8,1.0
2020-01-31,0.0,0.8,0.8666666666666667,0.9333333333333333,0.8,1.0
2020-02-28,0.0,0.8,1.0666666666666667,0.9333333333333333,0.8,0.8666666666666667
2020-03-31,0.0,0.9333333333333333,1.266666666666667,0.9333333333333333,0.9333333333333333,0.7999999999999999
2020-04-30,0.0,0.9333333333333333,1.2,0.8666666666666667,0.9333333333333333,0.8666666666666667
2020-05-29,0.0,1.0,1.0,1.1333333333333335,1.0,1.0666666666666669
2020-06-30,0.0,0.8666666666666666,0.9333333333333333,0.9333333333333333,0.8666666666666666,0.9333333333333333
2020-07-31,0.0,1.0,1.0,1.0666666666666669,1.0,1.0
2020-08-31,0.0,1.2,1.2666666666666666,1.1333333333333333,1.2,1.2666666666666666
2020-09-30,0.0,1.0,1.0,1.0666666666666667,1.0,0.8666666666666667
2020-10-30,0.0,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0
2020-11-30,0.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,1.0
2020-12-31,0.0,0.7333333333333334,0.9333333333333333,1.0,0.7333333333333334,0.9333333333333333
2021-01-29,0.0,0.9333333333333333,0.7333333333333334,1.2,0.9333333333333333,1.1333333333333335
2021-02-26,0.0,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.7333333333333334
2021-03-31,0.0,0.8666666666666667,1.1333333333333333,0.8666666666666667,0.8666666666666667,0.9333333333333333
2021-04-30,0.0,1.0666666666666667,0.9333333333333333,0.9999999999999999,1.0666666666666667,1.0666666666666667
2021-05-31,0.0,1.0,1.1333333333333335,0.9333333333333333,1.0,0.9333333333333332
2021-06-30,0.0,0.7333333333333334,1.1333333333333335,1.0666666666666667,0.7333333333333334,0.8666666666666667
2021-07-30,0.0,1.0,0.8,0.8666666666666667,1.0,0.8
2021-08-31,0.0,0.6,0.6666666666666667,0.9333333333333333,0.6,0.7333333333333333
2021-09-30,0.0,1.0,1.0,0.8666666666666667,1.0,0.9333333333333333
2021-10-29,0.0,1.2,1.2,1.1333333333333333,1.2,1.2
2021-11-30,0.0,1.1333333333333335,0.9333333333333333,0.8666666666666667,1.1333333333333335,1.0666666666666667
2021-12-31,0.0,0.8666666666666667,0.6666666666666667,0.7333333333333334,0.8666666666666667,0.8
2022-01-31,0.0,0.7333333333333334,0.9333333333333333,0.8666666666666666,0.7333333333333334,0.8
2022-02-28,0.0,0.8666666666666667,1.0666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333
2022-03-31,0.0,1.1333333333333335,0.8666666666666667,1.0666666666666667,1.1333333333333335,1.0666666666666669
2022-04-29,0.0,1.0,1.0666666666666667,0.8666666666666666,1.0,1.0666666666666669
2022-05-31,0.0,1.0666666666666669,1.0,0.9333333333333333,1.0666666666666669,1.0666666666666667
2022-06-30,0.0,0.8,1.0,0.8666666666666667,0.8,0.8
2022-07-29,0.0,1.0666666666666667,1.2,1.1333333333333333,1.0666666666666667,1.1333333333333333
2022-08-31,0.0,0.8666666666666667,1.0666666666666669,0.8,0.8666666666666667,0.9333333333333333
